EEG1, EEG2, EEG3, EEG4, EEG5, Eyes
840.1099,859.4506,842.5275,854.2125,903.7729,0
877.5824,859.4506,835.6777,867.1062,900.5494,0
894.1025,862.2711,833.2601,875.1649,919.4872,0
859.8535,864.6887,840.5128,872.7473,837.6923,0
832.8571,860.6594,845.7509,855.0183,799.011,0
838.0952,855.4213,837.2894,855.0183,841.3187,0
874.7619,854.2125,828.8278,865.8975,860.6594,0
893.6996,858.2418,835.2747,876.3736,876.3736,0
861.0623,861.0623,846.5568,871.1356,873.5531,0
825.2015,860.2564,851.392,859.8535,861.4652,0
833.663,859.4506,845.7509,865.0916,832.0513,0
872.3443,859.0476,834.8718,870.3297,884.4323,0
890.0732,866.3004,835.2747,871.5385,928.7546,0
857.8388,869.5238,847.7656,867.5092,869.5238,0
818.3516,863.8828,850.5861,857.4359,836.4835,0
821.1722,861.8681,842.5275,852.6007,853.0037,0
860.2564,862.2711,832.0513,859.8535,836.8865,0
882.0146,862.674,830.8425,867.5092,867.9121,0
858.6447,866.7033,840.1099,860.6594,869.9268,0
829.2308,865.8975,843.3333,848.5714,845.348,0
828.4249,863.4799,842.5275,846.1539,852.6007,0
853.4066,866.3004,837.6923,853.0037,831.2454,0
880.8058,865.8975,839.304,863.8828,858.6447,0
863.4799,864.2857,847.3626,860.6594,887.6557,0
821.978,863.8828,850.989,847.7656,852.1978,0
817.1429,860.6594,846.9597,843.7363,843.7363,0
843.7363,859.4506,838.0952,850.989,864.2857,0
880.8058,865.4945,839.707,865.4945,906.9963,0
875.1649,865.4945,843.7363,865.8975,905.3846,0
829.6337,863.4799,846.1539,854.6154,850.1832,0
822.381,863.0769,848.1685,853.8095,838.0952,0
851.392,859.0476,846.9597,867.5092,867.5092,0
884.8351,862.2711,844.5421,876.3736,901.7582,0
881.6117,867.1062,847.7656,876.7766,877.5824,0
842.5275,861.4652,853.0037,866.7033,813.1135,0
828.022,860.6594,847.7656,857.8388,875.5677,0
844.5421,861.8681,843.3333,861.4652,888.8644,0
872.3443,859.8535,843.3333,874.3589,884.8351,0
876.7766,865.0916,849.3773,883.2234,922.7106,0
835.2747,867.9121,855.8242,863.0769,868.315,0
811.0989,864.2857,850.5861,853.8095,792.1612,0
834.8718,865.0916,850.1832,865.0916,802.2344,0
873.1502,866.3004,845.7509,874.7619,881.2088,0
876.3736,868.315,844.9451,872.3443,900.1465,0
841.3187,869.5238,857.033,863.8828,891.685,0
823.5897,863.4799,852.1978,855.4213,883.2234,0
834.8718,861.4652,841.7216,853.4066,851.7949,0
869.5238,865.0916,829.6337,865.0916,885.6411,0
880.8058,863.0769,826.4103,869.1208,905.3846,0
844.9451,867.1062,848.1685,862.674,837.6923,0
820.3663,870.3297,856.6301,854.6154,786.1172,0
833.663,867.1062,851.7949,852.6007,808.2784,0
872.7473,865.4945,841.3187,858.2418,855.8242,0
887.2527,864.2857,836.8865,867.5092,900.5494,0
847.3626,862.674,850.989,859.8535,875.9707,0
811.9048,859.4506,849.7802,845.7509,848.9744,0
823.1868,858.2418,835.6777,857.4359,834.4689,0
859.0476,858.2418,832.0513,856.2271,852.6007,0
877.1795,861.0623,834.8718,854.2125,936.8132,0
854.2125,863.8828,840.5128,852.6007,859.0476,0
820.3663,862.674,843.7363,842.5275,770.403,0
824.3956,863.4799,839.304,844.9451,851.392,0
860.2564,863.4799,826.4103,849.7802,862.674,0
884.4323,863.8828,820.7692,863.8828,871.5385,0
860.6594,865.4945,832.4542,864.6887,902.1612,0
821.978,864.2857,842.1245,853.0037,851.7949,0
825.6044,862.2711,839.304,856.6301,810.696,0
854.6154,860.6594,838.0952,865.8975,824.3956,0
881.2088,864.2857,843.3333,876.7766,864.6887,0
871.9414,866.3004,844.5421,873.9561,892.8938,0
839.304,867.9121,843.7363,857.8388,874.3589,0
834.4689,866.7033,842.1245,853.0037,832.4542,0
859.0476,863.0769,836.8865,863.8828,802.6374,0
892.8938,865.8975,826.0073,874.3589,847.7656,0
885.6411,867.9121,828.8278,873.9561,911.8315,0
842.9304,867.5092,846.9597,860.6594,875.9707,0
835.6777,865.4945,847.7656,855.8242,842.1245,0
857.8388,865.0916,842.9304,867.1062,859.4506,0
895.3113,867.9121,843.7363,875.5677,911.4286,0
895.7143,870.7326,848.5714,872.7473,914.2491,0
848.1685,872.7473,857.8388,861.8681,839.707,0
833.663,868.315,853.4066,855.0183,808.6813,0
851.7949,866.7033,840.5128,855.4213,866.7033,0
882.0146,870.3297,832.8571,858.2418,911.4286,0
888.4615,870.7326,839.304,862.674,892.0879,0
848.1685,869.9268,849.7802,858.6447,838.0952,0
833.2601,871.5385,848.5714,861.8681,826.4103,0
855.8242,868.718,844.9451,869.9268,830.4396,0
893.6996,865.8975,844.5421,872.7473,884.4323,0
894.5055,871.1356,849.3773,881.6117,923.1135,0
850.5861,872.3443,855.4213,874.7619,878.3883,0
829.6337,868.315,850.989,860.6594,776.0439,0
844.5421,869.1208,843.3333,863.8828,803.4432,0
882.8205,873.1502,839.707,880.8058,870.3297,0
896.5201,874.3589,840.5128,881.2088,875.5677,0
861.8681,874.7619,846.9597,865.4945,837.2894,0
832.0513,874.3589,848.9744,861.8681,850.989,0
839.707,871.5385,845.7509,868.718,837.6923,0
871.5385,867.9121,838.4982,871.9414,864.6887,0
884.4323,867.9121,840.5128,876.7766,918.6813,0
859.8535,874.7619,851.392,874.3589,842.9304,0
830.0366,872.3443,850.5861,860.6594,828.8278,0
831.6484,866.3004,849.3773,862.2711,878.7912,0
869.1208,866.7033,846.1539,868.718,852.1978,0
890.4762,866.3004,838.0952,871.1356,867.9121,0
864.6887,869.9268,840.9158,869.9268,882.4176,0
826.8132,869.9268,852.1978,855.8242,832.8571,0
826.4103,866.3004,850.5861,854.6154,822.7839,0
865.8975,865.8975,842.1245,869.1208,861.4652,0
890.0732,865.4945,840.1099,868.315,905.3846,0
865.4945,864.6887,844.9451,859.8535,853.0037,0
830.4396,866.7033,853.4066,853.4066,782.4908,0
838.0952,867.9121,847.7656,855.4213,820.3663,0
869.9268,867.5092,837.6923,864.6887,863.8828,0
891.685,869.1208,836.0806,870.7326,886.0439,0
880.403,870.3297,847.7656,871.9414,844.5421,0
838.9011,871.1356,854.2125,867.1062,815.5311,0
826.8132,865.4945,846.1539,858.2418,849.3773,0
853.4066,864.2857,845.348,866.7033,879.597,0
884.8351,869.1208,846.9597,883.6264,903.3699,0
876.3736,872.3443,849.3773,886.0439,886.0439,0
833.663,871.1356,854.2125,870.3297,836.4835,0
819.9634,865.4945,852.6007,856.6301,880.8058,0
844.5421,861.4652,844.5421,857.033,860.2564,0
879.1942,862.2711,832.4542,863.0769,861.0623,0
877.9854,867.5092,833.2601,862.674,889.2674,0
839.707,871.5385,841.7216,853.8095,811.9048,0
831.2454,870.3297,846.9597,853.4066,808.2784,0
853.0037,867.9121,849.7802,861.0623,845.348,0
885.2381,866.3004,842.1245,869.5238,881.2088,0
888.0586,867.5092,837.6923,875.1649,889.6703,0
848.5714,873.5531,850.989,869.9268,866.3004,0
831.2454,875.1649,860.6594,855.8242,888.8644,0
842.5275,872.3443,854.2125,856.2271,865.0916,0
877.5824,870.3297,839.707,868.718,854.6154,0
893.2967,867.5092,837.2894,875.9707,862.674,0
862.674,869.1208,852.1978,877.9854,854.6154,0
835.2747,868.718,857.8388,865.8975,826.0073,0
843.3333,864.6887,853.0037,865.0916,787.7289,0
886.4469,864.6887,837.2894,880.403,850.1832,0
896.5201,868.718,833.663,884.8351,884.8351,0
863.4799,870.7326,849.3773,875.5677,850.1832,0
841.3187,869.9268,851.7949,868.718,858.2418,0
844.5421,865.8975,842.1245,867.5092,837.2894,0
879.1942,865.4945,833.663,869.5238,890.4762,0
896.1172,869.9268,842.9304,878.7912,912.2344,0
865.0916,868.718,852.1978,873.1502,878.7912,0
831.2454,865.0916,849.7802,866.3004,813.5165,0
832.4542,866.7033,852.6007,870.3297,827.2161,0
863.8828,865.4945,848.5714,874.3589,871.5385,0
889.6703,867.9121,841.7216,884.0293,867.5092,0
871.1356,872.3443,848.1685,877.9854,849.3773,0
837.6923,870.3297,854.2125,862.674,802.6374,0
838.4982,869.5238,846.5568,857.4359,805.8608,0
874.7619,867.5092,838.9011,859.0476,831.6484,0
904.1758,869.9268,839.707,869.9268,859.4506,0
886.8498,875.1649,843.7363,872.7473,871.9414,0
851.392,869.5238,852.1978,860.6594,836.8865,0
843.3333,864.2857,853.8095,859.0476,842.5275,0
863.8828,864.6887,840.1099,870.3297,880.8058,0
886.0439,864.2857,830.8425,884.4323,900.5494,0
875.1649,867.5092,842.1245,877.1795,886.0439,0
842.1245,871.1356,856.6301,861.0623,871.9414,0
833.663,866.7033,854.6154,860.6594,844.9451,0
856.6301,863.4799,842.1245,865.4945,787.7289,0
892.8938,867.5092,837.2894,875.9707,816.7399,0
888.0586,871.9414,846.9597,882.4176,880.403,0
841.3187,870.3297,850.5861,868.315,844.9451,0
826.8132,864.2857,843.7363,861.0623,816.337,0
851.392,865.4945,841.3187,867.9121,817.1429,0
880.403,867.1062,837.6923,866.7033,850.989,0
877.9854,864.2857,840.9158,870.3297,845.7509,0
851.7949,869.1208,855.0183,871.5385,796.9963,0
829.2308,867.5092,859.0476,860.6594,837.6923,0
842.9304,865.0916,855.0183,865.0916,847.7656,0
887.6557,869.9268,845.7509,882.8205,894.1025,0
890.0732,870.3297,842.1245,885.2381,921.9048,0
852.6007,871.9414,846.5568,870.7326,889.2674,0
834.4689,871.1356,846.9597,864.2857,866.7033,0
843.7363,864.6887,845.7509,865.8975,829.6337,0
881.2088,867.1062,834.4689,870.3297,865.4945,0
893.2967,871.1356,829.2308,879.597,901.3553,0
856.2271,873.1502,843.7363,863.8828,848.1685,0
827.2161,871.5385,850.5861,842.1245,774.8351,0
842.5275,866.7033,844.1392,850.989,809.4872,0
880.8058,863.4799,836.8865,868.315,887.2527,0
886.4469,864.6887,836.0806,863.0769,878.3883,0
855.4213,867.5092,843.7363,853.0037,830.8425,0
840.1099,869.5238,846.5568,851.7949,838.9011,0
833.2601,866.7033,843.7363,852.6007,879.1942,0
874.3589,862.2711,836.0806,854.2125,911.0256,0
902.5641,866.7033,832.4542,868.315,937.619,0
845.348,869.9268,846.9597,863.8828,869.1208,0
814.7253,868.315,847.7656,841.3187,822.381,0
819.1575,867.1062,837.2894,842.1245,870.3297,0
850.1832,867.1062,837.6923,859.8535,842.1245,0
871.1356,864.2857,835.2747,871.1356,869.1208,1
847.3626,866.7033,846.1539,865.0916,875.1649,1
811.0989,865.8975,857.8388,863.0769,812.3077,1
822.7839,862.674,846.9597,861.4652,798.608,1
849.3773,864.6887,830.4396,858.2418,824.3956,1
869.5238,865.0916,826.8132,875.5677,882.4176,1
863.0769,864.6887,838.4982,875.9707,898.5348,1
823.5897,867.9121,851.7949,866.7033,813.9194,1
826.0073,864.6887,857.8388,870.3297,851.7949,1
860.2564,858.2418,842.1245,868.315,900.5494,1
888.0586,862.674,821.1722,874.3589,872.7473,1
880.8058,875.5677,833.2601,880,911.0256,1
836.0806,875.1649,850.1832,862.2711,859.0476,1
830.0366,869.9268,845.7509,858.2418,824.7985,1
848.9744,868.315,828.8278,851.392,851.392,1
890.8792,870.3297,815.1282,855.0183,879.597,1
900.9524,869.5238,818.7546,872.3443,898.1319,1
836.4835,866.7033,834.8718,853.0037,846.5568,1
818.7546,873.9561,844.1392,835.2747,835.2747,1
846.9597,877.9854,844.1392,842.9304,873.1502,1
872.7473,876.3736,843.7363,850.5861,906.9963,1
871.5385,875.9707,847.3626,849.7802,900.9524,1
835.2747,880,854.6154,845.7509,840.1099,1
817.5458,880.8058,848.5714,836.4835,838.9011,1
836.8865,878.7912,820.3663,851.392,841.3187,1
892.0879,874.3589,803.8461,889.2674,871.9414,1
915.8608,860.6594,817.9487,904.1758,912.6374,1
861.0623,878.7912,828.8278,872.3443,861.4652,1
835.6777,918.6813,829.6337,864.2857,801.4286,1
835.6777,910.6227,818.7546,870.3297,834.4689,1
841.7216,884.4323,825.2015,842.5275,910.2198,1
859.8535,886.4469,825.6044,847.7656,924.3223,1
834.8718,884.0293,817.5458,846.1539,859.4506,1
843.3333,885.2381,787.326,862.674,790.9524,1
846.9597,876.3736,777.2527,863.0769,793.7729,1
851.392,859.8535,853.8095,838.4982,877.1795,1
896.1172,878.3883,838.0952,869.1208,928.3516,1
884.0293,888.8644,815.9341,869.5238,880,1
827.619,890.8792,874.7619,839.707,830.8425,1
840.9158,940.4396,869.5238,869.1208,828.8278,1
951.7216,962.1978,784.9084,953.7363,859.4506,1
948.4982,908.2051,780.0732,909.4139,883.6264,1
841.3187,894.1025,878.7912,818.3516,860.6594,1
828.022,925.9341,881.6117,826.8132,842.5275,1
867.1062,921.9048,840.5128,866.3004,853.8095,1
893.2967,923.9194,901.3553,877.1795,835.6777,1
928.7546,963.0037,971.4652,886.8498,889.2674,1
939.6337,992.0146,975.8975,923.9194,882.8205,1
919.4872,980.3297,976.3004,930.7692,799.8168,1
944.4689,1004.505,982.7473,945.6777,787.326,1
990.8058,1008.535,952.5275,969.8535,803.4432,1
999.2674,975.8975,940.0366,962.1978,896.9231,1
968.6447,987.1795,956.1539,954.5421,878.7912,1
908.608,992.0146,994.0293,925.9341,815.1282,1
893.2967,982.3443,1023.443,909.011,822.7839,1
932.381,969.8535,1013.37,924.7253,829.2308,1
977.5092,956.5568,964.2125,952.9304,888.8644,1
987.1795,948.9011,954.5421,973.4799,867.5092,1
950.1099,972.2711,1010.147,977.1062,799.8168,1
925.9341,985.5677,998.4615,958.9744,828.8278,1
940.0366,972.674,956.9597,956.1539,834.4689,1
967.033,948.9011,938.4249,960.989,858.6447,1
984.3589,958.5714,949.707,972.674,874.3589,1
949.304,969.8535,936.4103,971.4652,816.7399,1
897.326,952.5275,925.1282,931.978,808.6813,1
912.2344,955.348,947.6923,924.7253,803.4432,1
966.2271,949.304,951.7216,942.8571,874.7619,1
974.2857,938.022,954.1392,953.3333,940.8425,1
933.9927,940.0366,953.7363,946.0806,888.8644,1
924.7253,950.9158,929.9634,949.707,838.4982,1
952.5275,969.0476,941.2454,966.2271,824.3956,1
981.1356,963.8095,950.1099,972.2711,874.7619,1
973.4799,953.3333,933.1868,973.0769,882.8205,1
930.7692,961.392,939.6337,953.7363,834.8718,1
904.5787,954.9451,938.8278,939.2308,817.5458,1
916.2637,943.663,928.3516,950.9158,819.5604,1
952.5275,934.7985,940.0366,956.1539,898.9377,1
969.8535,938.8278,944.0659,964.2125,923.5165,1
932.7839,941.2454,938.8278,962.1978,837.2894,1
900.9524,931.978,933.5897,949.304,779.6703,1
912.6374,925.5311,918.6813,951.3187,811.0989,1
958.5714,915.4579,922.3077,962.6007,870.7326,1
982.3443,916.2637,940.0366,968.2418,889.6703,1
931.978,927.5458,934.7985,942.8571,848.9744,1
896.5201,926.337,934.7985,933.5897,836.4835,1
914.652,925.9341,916.2637,951.3187,866.3004,1
949.304,928.7546,894.1025,963.4066,886.8498,1
969.8535,922.7106,914.652,960.1832,916.2637,1
940.0366,923.9194,924.7253,943.663,873.1502,1
907.3993,915.4579,924.7253,938.4249,842.5275,1
918.6813,907.3993,909.011,953.3333,836.0806,1
958.1685,904.1758,882.8205,962.6007,867.9121,1
985.5677,904.1758,900.1465,963.0037,891.685,1
969.8535,918.2784,903.7729,960.5861,891.282,1
929.5604,919.4872,890.8792,946.0806,842.9304,1
921.5018,905.7875,898.5348,948.4982,794.1758,1
953.3333,896.9231,898.9377,970.6594,820.7692,1
983.5531,894.5055,886.4469,975.0916,909.8168,1
972.674,902.5641,882.8205,957.7656,870.7326,1
931.978,910.6227,897.7289,947.6923,812.3077,1
919.8901,909.4139,906.5934,948.0952,838.4982,1
940.8425,900.1465,896.5201,950.9158,830.8425,1
974.6887,899.3406,878.7912,958.1685,917.8755,1
969.0476,906.9963,873.9561,962.6007,917.4725,1
926.7399,902.967,894.5055,953.3333,830.0366,1
911.4286,886.0439,903.7729,940.0366,838.4982,1
932.381,880.403,898.9377,944.0659,835.6777,1
974.6887,889.2674,876.3736,954.5421,874.3589,1
970.2564,900.1465,886.8498,958.5714,902.967,1
918.6813,892.0879,911.8315,949.304,840.9158,1
904.5787,879.1942,888.0586,938.4249,801.8315,1
921.9048,880,871.1356,942.4542,807.0696,1
953.3333,875.1649,875.9707,948.0952,864.6887,1
951.3187,878.7912,888.4615,945.2747,890.4762,1
902.967,887.2527,884.4323,932.7839,811.9048,1
883.6264,882.4176,875.5677,924.7253,811.0989,1
906.5934,871.1356,880.403,935.6044,885.6411,1
950.5128,875.1649,876.3736,947.6923,917.8755,1
954.5421,882.4176,871.5385,946.8865,891.685,1
915.8608,885.2381,883.6264,940.4396,844.1392,1
898.9377,886.0439,894.9084,933.9927,808.6813,1
909.011,878.7912,880.403,935.6044,845.348,1
937.619,871.5385,865.0916,945.6777,923.5165,1
956.5568,870.7326,865.8975,949.304,938.4249,1
925.9341,872.7473,874.7619,933.5897,857.4359,1
896.9231,880.403,883.2234,929.5604,814.7253,1
909.011,883.6264,875.9707,932.381,817.9487,1
944.8718,878.3883,877.1795,930.7692,894.1025,1
957.3626,873.9561,877.1795,933.9927,938.4249,1
925.9341,877.1795,865.8975,927.9487,915.0549,1
891.282,877.9854,867.1062,918.6813,874.3589,1
890.8792,869.1208,870.3297,919.0842,830.4396,1
936.4103,861.0623,871.9414,936.8132,853.4066,1
958.1685,865.0916,859.8535,942.4542,900.5494,1
919.0842,877.9854,865.4945,917.8755,861.8681,1
877.1795,882.8205,875.1649,893.6996,826.0073,1
884.8351,880.8058,865.8975,897.326,838.9011,1
921.9048,879.1942,861.0623,910.2198,797.8022,1
944.4689,879.1942,857.8388,917.0696,868.315,1
929.5604,882.0146,865.0916,909.4139,911.0256,1
896.5201,882.0146,869.5238,904.1758,858.6447,1
895.7143,880.8058,862.2711,909.8168,827.2161,1
926.337,879.597,852.1978,909.8168,816.7399,1
964.6154,876.3736,837.6923,918.2784,873.1502,1
959.7802,875.9707,839.707,924.3223,896.9231,1
909.011,875.5677,850.5861,913.8461,861.0623,1
894.1025,882.4176,853.4066,904.1758,839.304,1
925.5311,884.8351,854.6154,915.8608,820.7692,1
956.9597,881.6117,847.3626,928.7546,889.6703,1
944.4689,882.4176,844.9451,926.337,884.8351,1
909.011,880.403,866.3004,912.6374,832.0513,1
898.9377,879.597,875.1649,908.2051,846.9597,1
916.6667,878.3883,861.0623,919.0842,829.6337,1
954.1392,880,872.7473,930.3663,877.1795,1
949.707,888.0586,882.0146,932.7839,897.326,1
901.3553,882.4176,873.1502,916.6667,867.1062,1
882.8205,872.3443,874.3589,903.3699,873.1502,1
907.8022,884.0293,876.3736,907.8022,845.7509,1
943.2601,886.8498,865.4945,921.0989,919.4872,1
946.8865,876.3736,856.2271,923.1135,933.9927,1
901.3553,874.3589,856.2271,912.6374,857.033,1
868.315,877.5824,863.4799,903.7729,847.7656,1
892.8938,871.9414,857.033,910.2198,815.9341,1
936.8132,862.2711,847.7656,921.5018,847.7656,1
934.7985,871.5385,856.6301,913.4432,876.3736,1
888.8644,881.6117,868.315,898.1319,863.4799,1
865.0916,876.3736,871.5385,886.4469,856.2271,1
885.2381,870.3297,861.4652,896.9231,823.5897,1
920.293,869.1208,844.1392,913.4432,859.0476,1
925.1282,870.7326,834.8718,910.6227,917.4725,1
893.6996,875.9707,851.392,895.3113,894.1025,1
866.3004,871.1356,859.8535,882.8205,829.2308,1
867.9121,866.7033,844.5421,881.6117,829.6337,1
902.1612,869.9268,838.0952,891.685,821.978,1
925.9341,867.9121,833.663,902.967,884.8351,1
894.5055,863.0769,828.022,889.6703,951.7216,1
850.989,858.6447,846.9597,877.9854,877.1795,1
855.4213,858.2418,853.8095,875.9707,824.7985,1
890.8792,861.0623,827.2161,878.3883,890.4762,1
922.7106,866.7033,826.4103,902.1612,917.4725,1
884.8351,862.2711,852.1978,890.8792,906.5934,1
831.6484,860.2564,862.674,857.8388,830.8425,1
837.6923,863.4799,853.8095,861.8681,828.4249,1
874.3589,860.2564,840.5128,876.3736,847.7656,1
906.1905,859.8535,835.2747,885.2381,903.3699,1
891.685,863.8828,840.1099,886.8498,886.4469,1
848.5714,863.0769,844.5421,875.5677,849.3773,1
844.1392,860.6594,843.7363,871.9414,848.5714,1
874.3589,860.6594,845.7509,883.6264,836.8865,1
904.5787,859.4506,840.1099,892.0879,895.3113,1
891.282,860.6594,833.2601,886.8498,861.0623,1
840.9158,861.0623,846.5568,875.9707,819.5604,1
831.2454,855.0183,851.392,872.3443,831.2454,1
863.4799,852.1978,834.0659,884.8351,817.1429,1
897.326,850.1832,823.9927,896.5201,884.8351,1
890.0732,853.8095,836.0806,889.2674,890.0732,1
845.348,858.2418,854.2125,879.597,861.4652,1
835.2747,851.7949,859.0476,873.9561,878.7912,1
860.2564,851.392,853.0037,879.1942,850.5861,1
896.5201,859.0476,840.1099,894.1025,872.7473,1
898.9377,859.8535,835.2747,896.9231,904.9817,1
857.4359,856.6301,850.5861,882.0146,874.7619,1
843.3333,859.8535,848.5714,870.3297,793.7729,1
871.5385,861.0623,838.0952,875.9707,800.6227,1
907.3993,859.0476,839.304,889.6703,900.9524,1
907.3993,858.6447,848.1685,893.2967,918.6813,1
862.674,858.2418,857.4359,882.8205,858.2418,1
833.2601,855.4213,850.989,881.6117,810.293,1
847.7656,852.6007,848.5714,886.0439,805.0549,1
887.6557,853.0037,843.7363,886.8498,858.6447,1
895.7143,855.4213,836.4835,882.8205,927.5458,1
851.7949,860.6594,848.5714,870.7326,865.8975,1
829.2308,864.6887,859.8535,864.2857,812.3077,1
848.9744,862.2711,841.7216,870.7326,848.1685,1
888.8644,859.0476,823.1868,879.597,848.5714,1
908.608,859.0476,843.7363,876.7766,881.6117,1
870.7326,857.8388,855.8242,873.5531,863.8828,1
833.2601,859.8535,841.7216,868.315,830.4396,1
847.3626,861.4652,836.8865,859.8535,834.0659,1
885.2381,859.0476,839.304,866.7033,840.5128,1
897.7289,857.033,840.5128,875.5677,912.2344,1
867.5092,860.6594,845.7509,873.9561,843.3333,1
834.0659,865.8975,857.8388,857.8388,794.1758,1
839.304,862.2711,850.1832,854.2125,863.4799,1
874.7619,856.2271,831.2454,862.674,895.3113,1
901.3553,861.4652,834.8718,871.5385,940.8425,1
880.403,863.4799,841.3187,871.1356,882.0146,1
840.1099,860.6594,850.5861,858.6447,826.4103,1
840.9158,863.8828,854.6154,863.4799,846.5568,1
874.3589,860.2564,840.9158,870.3297,842.9304,1
903.3699,858.6447,832.8571,877.1795,922.7106,1
877.5824,863.0769,847.7656,871.5385,946.8865,1
826.0073,865.0916,861.8681,855.8242,875.5677,1
834.8718,861.4652,846.9597,859.0476,812.3077,1
867.9121,857.033,834.8718,864.6887,822.7839,1
894.5055,858.6447,844.5421,872.7473,896.5201,1
882.0146,861.8681,849.3773,871.9414,875.9707,1
835.2747,861.4652,847.3626,865.4945,798.2051,1
830.0366,856.6301,842.9304,862.674,812.7106,1
856.2271,857.4359,847.7656,860.6594,832.0513,1
883.6264,855.8242,842.1245,865.8975,869.9268,1
880.8058,853.4066,821.5751,873.9561,879.1942,1
840.1099,858.2418,836.8865,865.8975,841.7216,1
828.4249,856.2271,855.8242,855.8242,817.5458,1
849.3773,853.0037,849.7802,859.4506,813.1135,1
884.4323,850.1832,836.8865,872.3443,887.2527,1
881.6117,853.8095,828.4249,875.1649,917.8755,1
837.6923,863.0769,836.8865,859.8535,871.5385,1
823.9927,862.2711,844.1392,847.7656,850.1832,1
843.3333,856.6301,839.707,850.5861,823.1868,1
881.6117,852.6007,832.8571,859.0476,848.9744,1
890.8792,857.033,836.8865,863.4799,925.1282,1
850.5861,860.2564,841.3187,854.2125,862.2711,1
821.1722,854.6154,842.9304,844.9451,846.1539,1
836.4835,854.6154,841.7216,848.5714,856.6301,1
882.8205,855.4213,833.2601,862.2711,874.3589,1
895.3113,856.6301,834.8718,873.1502,875.5677,1
852.6007,863.8828,844.5421,861.8681,834.4689,1
820.7692,865.0916,841.7216,852.1978,863.4799,1
832.0513,859.4506,838.0952,851.392,864.2857,1
876.7766,856.2271,834.8718,866.3004,879.597,1
890.0732,855.8242,828.022,872.3443,940.4396,1
857.033,857.8388,840.9158,856.2271,896.1172,1
828.8278,858.2418,850.1832,848.5714,848.5714,1
834.8718,852.6007,848.5714,850.5861,829.6337,1
871.1356,847.7656,846.9597,861.0623,835.6777,1
890.0732,854.2125,842.1245,868.718,868.718,1
867.9121,860.6594,838.9011,861.0623,874.3589,1
837.2894,859.8535,835.6777,858.2418,770,1
834.0659,857.4359,840.1099,856.6301,774.4323,1
858.2418,856.2271,836.0806,853.8095,854.6154,1
878.7912,856.6301,827.2161,862.674,932.381,1
861.4652,859.8535,838.0952,857.8388,904.9817,1
825.2015,862.674,848.5714,841.3187,781.685,1
822.7839,861.0623,842.5275,841.3187,830.0366,1
859.4506,856.6301,823.5897,853.4066,871.5385,1
891.685,858.6447,819.1575,865.8975,908.2051,1
871.9414,865.0916,839.304,862.674,928.3516,1
824.7985,858.2418,849.7802,855.4213,859.4506,1
822.7839,845.7509,844.1392,854.6154,828.022,1
850.1832,841.7216,836.0806,857.033,860.6594,1
880.8058,845.348,838.0952,863.0769,888.8644,1
878.7912,851.7949,841.3187,864.6887,874.7619,1
831.6484,850.5861,844.9451,853.8095,827.2161,1
820.7692,846.9597,841.7216,844.5421,840.1099,1
855.4213,845.7509,835.6777,860.2564,863.4799,1
896.9231,847.7656,829.6337,873.9561,892.8938,1
887.6557,847.7656,832.8571,867.9121,904.5787,1
836.4835,847.3626,838.4982,861.8681,820.7692,1
828.4249,852.6007,837.6923,860.2564,811.9048,1
856.2271,855.4213,834.0659,864.2857,861.0623,1
892.8938,853.0037,832.8571,874.3589,903.3699,1
893.6996,857.8388,850.5861,875.5677,880.403,1
855.0183,862.2711,861.8681,866.3004,800.6227,1
832.0513,858.6447,859.4506,856.6301,862.674,1
850.5861,858.2418,839.707,859.0476,888.8644,1
898.1319,861.4652,800.6227,869.9268,869.9268,1
896.9231,861.4652,807.4725,873.1502,930.7692,1
848.1685,865.4945,838.9011,867.1062,858.2418,1
815.1282,861.8681,846.9597,855.4213,754.6887,1
841.3187,863.4799,835.6777,871.5385,784.1025,1
893.2967,874.7619,788.9377,897.326,864.2857,1
902.967,876.3736,807.8755,891.282,888.4615,1
861.0623,868.315,890.4762,867.5092,873.5531,1
802.6374,849.3773,899.3406,839.304,857.033,1
814.3223,848.9744,861.8681,844.5421,808.6813,1
861.8681,844.5421,829.6337,855.4213,836.0806,1
883.6264,851.392,844.1392,865.8975,900.1465,1
854.6154,865.0916,858.6447,863.0769,865.4945,1
821.5751,860.6594,835.6777,846.9597,857.4359,1
830.8425,856.2271,835.2747,851.7949,853.8095,1
863.8828,856.2271,853.4066,859.8535,865.4945,1
880,859.8535,858.2418,871.9414,927.5458,1
862.2711,867.1062,861.8681,872.7473,834.4689,1
825.2015,865.0916,867.1062,848.9744,759.9268,1
823.5897,862.674,857.4359,853.4066,846.1539,1
866.3004,861.8681,844.5421,866.3004,844.1392,1
891.685,862.674,832.8571,870.3297,873.9561,1
869.9268,863.8828,841.3187,871.1356,889.6703,1
825.6044,865.0916,855.8242,858.6447,813.5165,1
822.381,864.6887,846.1539,844.9451,860.2564,1
850.989,862.2711,848.9744,839.304,893.6996,1
894.9084,867.1062,845.7509,861.8681,881.2088,1
898.1319,865.0916,854.6154,887.2527,845.7509,1
832.0513,859.0476,869.9268,863.4799,799.8168,1
810.696,860.2564,864.6887,845.7509,817.5458,1
841.3187,857.4359,858.2418,868.315,805.4579,1
876.7766,850.5861,856.2271,882.8205,875.5677,1
872.3443,848.9744,863.0769,877.9854,913.0403,1
826.4103,849.7802,875.5677,869.1208,817.1429,1
