Alpha, Beta, Eyes
0.7922895,0.1891776,0
0.77174,0.1830109,0
0.7258692,0.1607431,0
0.6604242,0.1186091,0
0.5811974,0.0732596,0
0.5380473,0.03617598,0
0.5359628,0.02299492,0
0.5393299,0.02376052,0
0.543411,0.03023026,0
0.5578119,0.03844357,0
0.5848452,0.04661839,0
0.597822,0.05327735,0
0.6038157,0.05748013,0
0.6101235,0.05907732,0
0.6140338,0.05874854,0
0.6055027,0.05674934,0
0.5741598,0.05442978,0
0.5208338,0.05562683,0
0.4647993,0.06283475,0
0.4546714,0.07322887,0
0.44708,0.0821626,0
0.4406469,0.0878476,0
0.4354914,0.09108393,0
0.4538663,0.09230177,0
0.4793862,0.09213278,0
0.4748146,0.09296014,0
0.4706947,0.0970728,0
0.4733107,0.1029101,0
0.4720421,0.1075811,0
0.4692346,0.1111382,0
0.4672413,0.116801,0
0.4873353,0.1264631,0
0.5033489,0.137822,0
0.504351,0.1468652,0
0.501826,0.1516392,0
0.4908841,0.1532366,0
0.4856239,0.1535245,0
0.4764189,0.1526926,0
0.4591558,0.1506702,0
0.4482296,0.148682,0
0.4373763,0.1489434,0
0.439429,0.1519185,0
0.4252234,0.1551391,0
0.422323,0.1552317,0
0.4080648,0.1495553,0
0.3936087,0.1367618,0
0.3730768,0.1178077,0
0.3505632,0.09647893,0
0.3182388,0.07707112,0
0.29521,0.0629993,0
0.2927082,0.05417236,0
0.3353977,0.04793104,0
0.3617219,0.04237327,0
0.3679424,0.03746508,0
0.3731013,0.03565362,0
0.384679,0.03804735,0
0.4000556,0.04258114,0
0.409821,0.04772031,0
0.4162133,0.05276056,0
0.4182332,0.05726736,0
0.4217803,0.06142476,0
0.4276564,0.06631516,0
0.440952,0.07245241,0
0.445713,0.07879461,0
0.4513158,0.08182978,0
0.4587746,0.07960471,0
0.4579712,0.07359339,0
0.4487925,0.06701499,0
0.4324329,0.06154227,0
0.424479,0.05457538,0
0.4189998,0.04297799,0
0.4105504,0.02856468,0
0.4026879,0.01682691,0
0.3918234,0.0119674,0
0.3815328,0.01297499,0
0.3747228,0.01620582,0
0.3742057,0.01818924,0
0.3444441,0.01622288,0
0.2907636,0.01021445,0
0.2679224,0.004787417,0
0.2723878,0.005708791,0
0.2724381,0.01421434,0
0.2744805,0.02590263,0
0.272103,0.0358922,0
0.2614761,0.04320083,0
0.2565254,0.04897686,0
0.270597,0.05271678,0
0.2841144,0.05199577,0
0.2979828,0.04572164,0
0.3234794,0.0365098,0
0.3463889,0.02904167,0
0.3517463,0.02692898,0
0.3443481,0.03058349,0
0.323611,0.03639324,0
0.3188025,0.03992397,0
0.3164696,0.03931008,0
0.3117677,0.03580525,0
0.3098753,0.03211831,0
0.3163535,0.03005651,0
0.3171704,0.02914467,0
0.3104287,0.02820016,0
0.310725,0.02755574,0
0.3470626,0.02858198,0
0.3648188,0.03174748,0
0.3651536,0.034243,0
0.3616846,0.03274454,0
0.3425237,0.02636831,0
0.3307889,0.01716468,0
0.3355944,0.008956464,0
0.3346561,0.005751662,0
0.3405971,0.009264572,0
0.3690439,0.01804029,0
0.4221321,0.02798889,0
0.4510396,0.03567546,0
0.4576196,0.04146762,0
0.4605598,0.04804247,0
0.4599528,0.05711214,0
0.4696829,0.06738027,0
0.4728156,0.07692531,0
0.476197,0.08536889,0
0.4764678,0.09318869,0
0.4755994,0.099878,0
0.4755996,0.1043313,0
0.4678838,0.106036,0
0.4654156,0.1042012,0
0.4757486,0.09835193,0
0.4817215,0.08978783,0
0.4885384,0.08222164,0
0.4740363,0.07944643,0
0.4573046,0.08175963,0
0.4420344,0.0867492,0
0.4397803,0.0914697,0
0.4439822,0.09464664,0
0.4354343,0.09574006,0
0.4329362,0.09523562,0
0.4288092,0.09426411,0
0.4172231,0.09484723,0
0.4152354,0.09928455,0
0.4213442,0.1084984,0
0.4383012,0.1209106,0
0.4423918,0.1323088,0
0.4387718,0.1381675,0
0.4433063,0.1365849,0
0.4378055,0.1280841,0
0.399063,0.1146659,0
0.3714275,0.09896208,0
0.3625253,0.08434564,0
0.3593441,0.07343648,0
0.3584419,0.06682307,0
0.3556747,0.06345305,0
0.3462544,0.06457547,0
0.3479294,0.07403443,0
0.3544042,0.09294575,0
0.3456365,0.1156502,0
0.3381855,0.1336676,0
0.3309067,0.1432872,0
0.32852,0.1466952,0
0.3327207,0.147845,0
0.3309617,0.1487613,0
0.3107438,0.1492409,0
0.2723911,0.1489461,0
0.253298,0.1484711,0
0.2568644,0.1484112,0
0.2653673,0.1489467,0
0.2758083,0.1500541,0
0.2758856,0.1496904,0
0.2720215,0.1440085,0
0.2633884,0.1295767,0
0.2523842,0.1073849,0
0.2468941,0.08435819,0
0.2514854,0.06815963,0
0.2575586,0.06080878,0
0.2581121,0.05977286,0
0.2672927,0.06273717,0
0.2938014,0.06980821,0
0.3546545,0.08026848,0
0.3907835,0.09067915,0
0.4051,0.09818812,0
0.4249658,0.1022361,0
0.4443899,0.1028837,0
0.4585965,0.100426,0
0.4683786,0.09503712,0
0.4789185,0.08654961,0
0.5079908,0.07545634,0
0.5233257,0.063646,0
0.5283794,0.05439618,0
0.5310048,0.04962351,0
0.5261028,0.04793236,0
0.5164683,0.0457141,0
0.5092735,0.04132965,0
0.50695,0.03757903,0
0.5028517,0.0372957,0
0.488586,0.03884358,0
0.4773147,0.03847902,0
0.4729001,0.03682333,0
0.4655537,0.03806126,0
0.4319719,0.04412788,0
0.3784745,0.05261876,0
0.3345262,0.05927144,0
0.3230426,0.06124761,0
0.3299002,0.05698346,0
0.3051296,0.04707967,0
0.300359,0.03522995,0
0.3018345,0.02679482,0
0.3124612,0.0247314,0
0.3108446,0.02617101,0
0.3175656,0.02620792,0
0.3325717,0.02345469,0
0.3455344,0.02053206,0
0.3503709,0.01860088,0
0.3460025,0.01604776,0
0.348408,0.01085018,0
0.3495077,0.005230629,0
0.3829625,0.006173344,0
0.492118,0.02056881,0
0.6726046,0.05000296,0
0.8426691,0.08747426,0
0.9436802,0.1222001,0
0.9855496,0.1480682,0
1.0008,0.1635212,0
1.009106,0.1705743,0
1.019436,0.1728273,0
1.02351,0.1741284,0
1.023657,0.1762674,0
1.023657,0.1786335,1
1.023657,0.1802339,1
1.023657,0.1829976,1
1.023661,0.1934616,1
1.049239,0.2351685,1
1.048884,0.2388712,1
1.048884,0.235508,1
1.041248,0.2245458,1
1.006903,0.210637,1
0.9324613,0.1996363,1
0.8351921,0.1958285,1
0.7322857,0.2003782,1
0.6212769,0.2136602,1
0.5532668,0.2327207,1
0.4720567,0.2486628,1
0.4601391,0.2808944,1
0.5012134,0.3316413,1
0.5406802,0.3803986,1
0.5513951,0.3891664,1
0.3946628,0.3205207,1
0.4028836,0.3039228,1
0.4183212,0.287044,1
0.4347147,0.2763676,1
0.4494473,0.2715313,1
0.4583933,0.2678639,1
0.4630288,0.2613845,1
0.4733185,0.251608,1
0.4914962,0.240424,1
0.5214316,0.229192,1
0.6169274,0.222604,1
0.7388976,0.2153008,1
0.8134865,0.2007602,1
0.8089871,0.1775952,1
0.7864926,0.1532128,1
0.7716108,0.1384019,1
0.7715129,0.1364449,1
0.7715129,0.141117,1
0.7721431,0.1451073,1
0.7730409,0.1453774,1
0.779167,0.1482945,1
0.7849149,0.1630334,1
0.7902383,0.1914113,1
0.7954855,0.2256845,1
0.8000901,0.2546954,1
0.8015391,0.2714156,1
0.7994496,0.2760672,1
0.7670014,0.2735755,1
0.6461412,0.2695107,1
0.4918217,0.266349,1
0.4060195,0.263032,1
0.3783792,0.2573756,1
0.3762859,0.2489073,1
0.3762859,0.2389221,1
0.3763026,0.2296567,1
0.3729444,0.2192436,1
0.3603092,0.2023282,1
0.3311432,0.1743293,1
0.3292941,0.1382972,1
0.3896919,0.1040509,1
0.422505,0.07983694,1
0.4402216,0.06831904,1
0.4477089,0.06361002,1
0.4428078,0.058487,1
0.4369466,0.05071304,1
0.4275406,0.04372894,1
0.4223927,0.04253294,1
0.4950928,0.05708697,1
0.5559404,0.0748153,1
0.571512,0.08598345,1
0.5904154,0.09133299,1
0.6007946,0.0908122,1
